Path,Year,Season,Product Type,Section
images_dataset/image_25_2.jpg,2024,V,0,1
images_dataset/image_26_0.jpg,2024,V,0,1
images_dataset/image_26_1.jpg,2024,V,0,1
images_dataset/image_26_2.jpg,2024,V,0,1
images_dataset/image_27_0.jpg,2024,V,0,2
images_dataset/image_27_1.jpg,2024,V,0,2
images_dataset/image_27_2.jpg,2024,V,0,2
images_dataset/image_28_0.jpg,2024,V,4,1
images_dataset/image_28_1.jpg,2024,V,4,1
images_dataset/image_29_0.jpg,2024,V,0,3
images_dataset/image_29_1.jpg,2024,V,0,3
images_dataset/image_29_2.jpg,2024,V,0,3
images_dataset/image_30_0.jpg,2024,V,0,1
images_dataset/image_30_1.jpg,2024,V,0,1
images_dataset/image_30_2.jpg,2024,V,0,1
images_dataset/image_31_0.jpg,2024,V,0,3
images_dataset/image_31_1.jpg,2024,V,0,3
images_dataset/image_31_2.jpg,2024,V,0,3
images_dataset/image_32_0.jpg,2024,V,0,3
images_dataset/image_32_1.jpg,2024,V,0,3
images_dataset/image_32_2.jpg,2024,V,0,3
images_dataset/image_33_0.jpg,2024,V,0,2
images_dataset/image_33_1.jpg,2024,V,0,2
images_dataset/image_33_2.jpg,2024,V,0,2
images_dataset/image_34_0.jpg,2023,I,0,3
images_dataset/image_34_1.jpg,2023,I,0,3
images_dataset/image_34_2.jpg,2023,I,0,3
images_dataset/image_35_0.jpg,2024,V,1,1
images_dataset/image_35_1.jpg,2024,V,1,1
images_dataset/image_35_2.jpg,2024,V,1,1
images_dataset/image_36_0.jpg,2024,W,0,2
images_dataset/image_36_1.jpg,2024,W,0,2
images_dataset/image_36_2.jpg,2023,I,0,2
images_dataset/image_37_0.jpg,2024,V,0,2
images_dataset/image_37_1.jpg,2024,V,0,2
images_dataset/image_37_2.jpg,2024,V,0,2
images_dataset/image_38_0.jpg,2024,V,0,1
images_dataset/image_38_1.jpg,2024,V,0,1
images_dataset/image_38_2.jpg,2024,V,0,1
images_dataset/image_39_0.jpg,2024,V,0,1
images_dataset/image_39_1.jpg,2024,V,0,1
images_dataset/image_39_2.jpg,2024,V,0,1
images_dataset/image_40_0.jpg,2024,V,0,1
images_dataset/image_40_1.jpg,2024,V,0,1
images_dataset/image_40_2.jpg,2024,V,0,1
images_dataset/image_41_0.jpg,2024,W,1,2
images_dataset/image_41_1.jpg,2024,W,1,2
images_dataset/image_41_2.jpg,2024,W,1,2
images_dataset/image_42_0.jpg,2024,V,4,1
images_dataset/image_42_1.jpg,2024,V,4,1
images_dataset/image_43_0.jpg,2024,W,0,1
images_dataset/image_43_1.jpg,2024,W,0,1
images_dataset/image_43_2.jpg,2024,W,0,1
images_dataset/image_44_0.jpg,2024,V,0,1
images_dataset/image_44_1.jpg,2024,V,0,1
images_dataset/image_44_2.jpg,2024,V,0,1
images_dataset/image_45_0.jpg,2024,W,0,1
images_dataset/image_45_1.jpg,2024,W,0,1
images_dataset/image_45_2.jpg,2024,V,0,1
images_dataset/image_46_0.jpg,2024,V,0,1
images_dataset/image_46_1.jpg,2024,V,0,1
images_dataset/image_46_2.jpg,2024,V,0,1
images_dataset/image_47_0.jpg,2024,V,0,3
images_dataset/image_47_1.jpg,2024,V,0,3
images_dataset/image_47_2.jpg,2024,V,0,3
images_dataset/image_48_0.jpg,2023,V,0,3
images_dataset/image_48_1.jpg,2023,V,0,3
images_dataset/image_48_2.jpg,2023,V,0,3
images_dataset/image_49_0.jpg,2024,V,0,2
images_dataset/image_49_1.jpg,2024,V,0,2
images_dataset/image_49_2.jpg,2024,V,0,2
images_dataset/image_50_0.jpg,2023,I,0,3
images_dataset/image_50_1.jpg,2023,I,0,3
images_dataset/image_50_2.jpg,2023,I,0,3
images_dataset/image_51_0.jpg,2024,V,0,2
images_dataset/image_51_1.jpg,2024,V,0,2
images_dataset/image_51_2.jpg,2024,V,0,2
images_dataset/image_52_0.jpg,2023,I,0,3
images_dataset/image_52_1.jpg,2023,I,0,3
images_dataset/image_52_2.jpg,2023,I,0,3
images_dataset/image_53_0.jpg,2023,I,0,3
images_dataset/image_53_1.jpg,2023,I,0,3
images_dataset/image_53_2.jpg,2023,I,0,3
images_dataset/image_54_0.jpg,2024,V,4,1
images_dataset/image_54_1.jpg,2024,V,4,1
images_dataset/image_55_0.jpg,2024,W,1,3
images_dataset/image_55_1.jpg,2024,W,1,3
images_dataset/image_56_0.jpg,2024,V,0,1
images_dataset/image_56_1.jpg,2024,V,0,1
images_dataset/image_56_2.jpg,2024,V,0,1
images_dataset/image_57_0.jpg,2024,V,1,2
images_dataset/image_57_1.jpg,2024,V,1,2
images_dataset/image_57_2.jpg,2024,V,1,2
images_dataset/image_58_0.jpg,2024,V,1,1
images_dataset/image_58_1.jpg,2024,V,1,1
images_dataset/image_58_2.jpg,2024,V,1,1
images_dataset/image_59_0.jpg,2024,V,0,2
images_dataset/image_59_1.jpg,2024,V,0,2
images_dataset/image_59_2.jpg,2024,V,0,2
images_dataset/image_60_0.jpg,2024,V,1,1
images_dataset/image_60_1.jpg,2024,V,1,1
images_dataset/image_60_2.jpg,2024,V,1,1
images_dataset/image_61_0.jpg,2024,V,0,3
images_dataset/image_61_1.jpg,2024,V,0,3
images_dataset/image_61_2.jpg,2024,V,0,3
images_dataset/image_62_0.jpg,2024,V,4,1
images_dataset/image_62_1.jpg,2024,V,4,1
images_dataset/image_63_0.jpg,2024,V,4,1
images_dataset/image_63_1.jpg,2024,V,4,1
images_dataset/image_64_0.jpg,2024,V,0,3
images_dataset/image_64_1.jpg,2024,V,0,3
images_dataset/image_64_2.jpg,2024,V,0,3
images_dataset/image_65_0.jpg,2024,V,4,1
images_dataset/image_65_1.jpg,2024,V,4,1
images_dataset/image_66_0.jpg,2024,V,4,1
images_dataset/image_66_1.jpg,2024,V,4,1
images_dataset/image_67_0.jpg,2024,W,0,1
images_dataset/image_67_1.jpg,2024,W,0,1
images_dataset/image_67_2.jpg,2024,V,0,1
images_dataset/image_68_0.jpg,2023,I,1,2
images_dataset/image_68_1.jpg,2023,I,1,2
images_dataset/image_68_2.jpg,2023,I,1,2
images_dataset/image_69_0.jpg,2024,V,0,2
images_dataset/image_69_1.jpg,2024,V,0,2
images_dataset/image_70_0.jpg,2024,V,4,1
images_dataset/image_70_1.jpg,2024,V,4,1
images_dataset/image_71_0.jpg,2024,V,1,1
images_dataset/image_71_1.jpg,2024,V,1,1
images_dataset/image_72_0.jpg,2024,V,4,1
images_dataset/image_72_1.jpg,2024,V,4,1
images_dataset/image_73_0.jpg,2024,V,0,3
images_dataset/image_73_1.jpg,2024,V,0,3
images_dataset/image_73_2.jpg,2024,V,0,3
images_dataset/image_74_0.jpg,2024,V,0,1
images_dataset/image_74_1.jpg,2024,V,0,1
images_dataset/image_74_2.jpg,2024,V,0,1
images_dataset/image_75_0.jpg,2024,V,0,1
images_dataset/image_75_1.jpg,2024,V,0,1
images_dataset/image_75_2.jpg,2024,V,0,1
images_dataset/image_76_0.jpg,2024,V,0,2
images_dataset/image_76_1.jpg,2024,V,0,2
images_dataset/image_76_2.jpg,2024,V,0,2
images_dataset/image_77_0.jpg,2023,I,0,3
images_dataset/image_77_1.jpg,2023,I,0,3
images_dataset/image_77_2.jpg,2023,I,0,3
images_dataset/image_78_0.jpg,2024,V,1,1
images_dataset/image_78_1.jpg,2024,V,1,1
images_dataset/image_78_2.jpg,2023,I,1,1
images_dataset/image_79_0.jpg,2024,V,0,3
images_dataset/image_79_1.jpg,2024,V,0,3
images_dataset/image_79_2.jpg,2024,V,0,3
images_dataset/image_80_0.jpg,2023,I,0,3
images_dataset/image_80_1.jpg,2023,I,0,3
images_dataset/image_80_2.jpg,2023,I,0,3
images_dataset/image_81_0.jpg,2024,V,0,3
images_dataset/image_81_1.jpg,2024,V,0,3
images_dataset/image_81_2.jpg,2024,V,0,3
images_dataset/image_82_0.jpg,2024,V,1,3
images_dataset/image_82_1.jpg,2024,V,1,3
images_dataset/image_82_2.jpg,2024,V,1,3
images_dataset/image_83_0.jpg,2024,W,1,1
images_dataset/image_83_1.jpg,2024,W,1,1
images_dataset/image_83_2.jpg,2024,W,1,1
images_dataset/image_84_0.jpg,2024,W,1,2
images_dataset/image_84_1.jpg,2024,W,1,2
images_dataset/image_84_2.jpg,2023,S,1,2
images_dataset/image_85_0.jpg,2024,V,0,3
images_dataset/image_85_1.jpg,2024,V,0,3
images_dataset/image_85_2.jpg,2024,V,0,3
images_dataset/image_86_0.jpg,2023,I,0,2
images_dataset/image_86_1.jpg,2023,I,0,2
images_dataset/image_86_2.jpg,2023,I,0,2
images_dataset/image_87_0.jpg,2024,V,0,3
images_dataset/image_87_1.jpg,2024,V,0,3
images_dataset/image_87_2.jpg,2024,V,0,3
images_dataset/image_88_0.jpg,2024,V,1,1
images_dataset/image_88_1.jpg,2024,V,1,1
images_dataset/image_88_2.jpg,2024,V,1,1
images_dataset/image_89_0.jpg,2024,V,0,3
images_dataset/image_89_1.jpg,2024,V,0,3
images_dataset/image_89_2.jpg,2024,V,0,3
images_dataset/image_90_0.jpg,2023,I,0,3
images_dataset/image_90_1.jpg,2023,I,0,3
images_dataset/image_90_2.jpg,2023,I,0,3
images_dataset/image_91_0.jpg,2024,V,1,3
images_dataset/image_91_1.jpg,2024,V,1,3
images_dataset/image_91_2.jpg,2024,V,1,3
images_dataset/image_92_0.jpg,2024,V,0,2
images_dataset/image_92_1.jpg,2024,V,0,2
images_dataset/image_92_2.jpg,2024,V,0,2
images_dataset/image_93_0.jpg,2024,V,0,2
images_dataset/image_93_1.jpg,2024,V,0,2
images_dataset/image_93_2.jpg,2024,V,0,2
images_dataset/image_94_0.jpg,2024,V,0,3
images_dataset/image_94_1.jpg,2024,V,0,3
images_dataset/image_94_2.jpg,2024,V,0,3
images_dataset/image_95_0.jpg,2024,V,1,1
images_dataset/image_95_1.jpg,2024,V,1,1
images_dataset/image_95_2.jpg,2024,V,1,1
images_dataset/image_96_0.jpg,2024,V,0,1
images_dataset/image_96_1.jpg,2024,V,0,1
images_dataset/image_96_2.jpg,2024,V,0,1
images_dataset/image_97_0.jpg,2024,V,0,1
images_dataset/image_97_1.jpg,2024,V,0,1
images_dataset/image_97_2.jpg,2024,V,0,1
images_dataset/image_98_0.jpg,2024,V,0,2
images_dataset/image_98_1.jpg,2024,V,0,2
images_dataset/image_98_2.jpg,2024,V,0,2
images_dataset/image_99_0.jpg,2024,V,0,1
images_dataset/image_99_1.jpg,2024,V,0,1
images_dataset/image_99_2.jpg,2024,V,0,1
images_dataset/image_100_0.jpg,2023,I,0,1
images_dataset/image_100_1.jpg,2024,V,0,1
images_dataset/image_100_2.jpg,2023,I,0,1
images_dataset/image_101_0.jpg,2024,V,0,1
images_dataset/image_101_1.jpg,2024,V,0,1
images_dataset/image_101_2.jpg,2024,V,0,1
images_dataset/image_102_0.jpg,2024,V,0,3
images_dataset/image_102_1.jpg,2024,V,0,3
images_dataset/image_103_0.jpg,2024,V,1,3
images_dataset/image_103_1.jpg,2024,V,1,3
images_dataset/image_103_2.jpg,2024,V,1,3
images_dataset/image_104_0.jpg,2024,V,0,1
images_dataset/image_104_1.jpg,2024,V,0,1
images_dataset/image_104_2.jpg,2024,V,0,2
images_dataset/image_105_2.jpg,2024,V,1,1
images_dataset/image_106_0.jpg,2024,V,1,2
images_dataset/image_106_1.jpg,2024,V,1,2
images_dataset/image_106_2.jpg,2024,V,1,2
images_dataset/image_107_0.jpg,2024,V,0,2
images_dataset/image_107_1.jpg,2024,V,0,2
images_dataset/image_107_2.jpg,2024,V,0,2
images_dataset/image_108_0.jpg,2024,V,0,3
images_dataset/image_108_1.jpg,2024,V,0,3
images_dataset/image_108_2.jpg,2024,V,0,3
images_dataset/image_109_0.jpg,2024,V,0,1
images_dataset/image_109_1.jpg,2024,V,0,1
images_dataset/image_109_2.jpg,2024,V,0,1
images_dataset/image_110_0.jpg,2024,V,0,2
images_dataset/image_110_1.jpg,2024,V,0,2
images_dataset/image_110_2.jpg,2024,V,0,2
images_dataset/image_111_0.jpg,2024,V,1,1
images_dataset/image_111_1.jpg,2024,V,1,1
images_dataset/image_111_2.jpg,2024,V,1,1
images_dataset/image_112_0.jpg,2024,V,0,3
images_dataset/image_112_1.jpg,2024,V,0,3
images_dataset/image_112_2.jpg,2024,V,0,3
images_dataset/image_113_0.jpg,2024,V,0,2
images_dataset/image_113_1.jpg,2024,V,0,2
images_dataset/image_113_2.jpg,2024,V,0,2
images_dataset/image_114_0.jpg,2024,W,0,3
images_dataset/image_114_1.jpg,2024,W,0,3
images_dataset/image_114_2.jpg,2024,W,0,3
images_dataset/image_115_0.jpg,2023,I,0,3
images_dataset/image_115_1.jpg,2023,I,0,3
images_dataset/image_115_2.jpg,2023,I,0,3
images_dataset/image_116_0.jpg,2024,V,0,1
images_dataset/image_116_1.jpg,2024,V,0,1
images_dataset/image_116_2.jpg,2024,V,0,1
images_dataset/image_117_0.jpg,2024,V,0,3
images_dataset/image_117_1.jpg,2024,V,0,3
images_dataset/image_117_2.jpg,2024,V,0,3
images_dataset/image_118_0.jpg,2024,V,0,3
images_dataset/image_118_1.jpg,2024,V,0,3
images_dataset/image_118_2.jpg,2024,V,0,3
images_dataset/image_119_0.jpg,2022,I,4,1
images_dataset/image_119_1.jpg,2022,I,4,1
images_dataset/image_120_0.jpg,2024,V,2,1
images_dataset/image_120_1.jpg,2024,V,2,1
images_dataset/image_120_2.jpg,2024,V,2,1
images_dataset/image_121_0.jpg,2024,V,0,2
images_dataset/image_121_1.jpg,2024,V,0,2
images_dataset/image_121_2.jpg,2024,V,0,2
images_dataset/image_122_0.jpg,2024,V,4,1
images_dataset/image_122_1.jpg,2024,V,4,1
images_dataset/image_123_0.jpg,2024,V,0,3
images_dataset/image_123_1.jpg,2024,V,0,3
images_dataset/image_123_2.jpg,2024,V,0,3
images_dataset/image_124_0.jpg,2024,V,0,2
images_dataset/image_124_1.jpg,2024,V,0,2
images_dataset/image_124_2.jpg,2024,V,0,2
images_dataset/image_125_0.jpg,2024,V,1,2
images_dataset/image_125_1.jpg,2024,V,1,2
images_dataset/image_125_2.jpg,2024,V,1,2
images_dataset/image_126_0.jpg,2024,V,0,3
images_dataset/image_126_1.jpg,2024,V,0,3
images_dataset/image_126_2.jpg,2024,V,0,3
images_dataset/image_127_0.jpg,2024,W,0,1
images_dataset/image_127_1.jpg,2024,W,0,1
images_dataset/image_127_2.jpg,2024,V,0,1
images_dataset/image_128_0.jpg,2024,V,0,3
images_dataset/image_128_1.jpg,2024,V,0,3
images_dataset/image_128_2.jpg,2024,V,0,3
images_dataset/image_129_0.jpg,2024,W,0,3
images_dataset/image_129_1.jpg,2024,W,0,3
images_dataset/image_129_2.jpg,2024,W,0,3
images_dataset/image_130_0.jpg,2024,V,0,3
images_dataset/image_130_1.jpg,2024,V,0,3
images_dataset/image_130_2.jpg,2024,V,0,3
images_dataset/image_131_0.jpg,2024,V,0,1
images_dataset/image_131_1.jpg,2024,V,0,1
images_dataset/image_131_2.jpg,2024,V,0,1
images_dataset/image_132_0.jpg,2024,V,0,1
images_dataset/image_132_1.jpg,2024,V,0,1
images_dataset/image_132_2.jpg,2024,V,0,1
images_dataset/image_133_0.jpg,2024,V,0,3
images_dataset/image_133_1.jpg,2024,V,0,3
images_dataset/image_133_2.jpg,2024,V,0,3
images_dataset/image_134_0.jpg,2023,I,0,3
images_dataset/image_134_1.jpg,2023,I,0,3
images_dataset/image_134_2.jpg,2023,I,0,3
images_dataset/image_135_0.jpg,2024,V,0,2
images_dataset/image_135_1.jpg,2024,V,0,2
images_dataset/image_135_2.jpg,2024,V,0,2
images_dataset/image_136_0.jpg,2024,V,4,1
images_dataset/image_136_1.jpg,2024,V,4,1
images_dataset/image_137_0.jpg,2024,V,1,1
images_dataset/image_137_1.jpg,2024,V,1,1
images_dataset/image_138_0.jpg,2024,W,0,1
images_dataset/image_138_1.jpg,2024,W,0,1
images_dataset/image_138_2.jpg,2024,W,0,1
images_dataset/image_139_0.jpg,2024,V,0,1
images_dataset/image_139_1.jpg,2024,V,0,1
images_dataset/image_139_2.jpg,2024,V,0,3
images_dataset/image_140_0.jpg,2024,W,1,1
images_dataset/image_140_1.jpg,2024,W,1,1
images_dataset/image_141_0.jpg,2024,V,0,3
images_dataset/image_141_1.jpg,2024,V,0,3
images_dataset/image_141_2.jpg,2024,V,0,3
images_dataset/image_142_0.jpg,2024,V,1,1
images_dataset/image_142_1.jpg,2024,V,1,1
images_dataset/image_142_2.jpg,2024,V,1,1
images_dataset/image_143_0.jpg,2023,I,0,1
images_dataset/image_143_1.jpg,2023,I,0,1
images_dataset/image_143_2.jpg,2023,V,0,1
images_dataset/image_144_0.jpg,2024,W,0,1
images_dataset/image_144_1.jpg,2024,W,0,1
images_dataset/image_144_2.jpg,2024,W,0,1
images_dataset/image_145_0.jpg,2024,V,0,1
images_dataset/image_145_1.jpg,2024,V,0,1
images_dataset/image_145_2.jpg,2024,V,0,1
images_dataset/image_146_0.jpg,2024,V,0,1
images_dataset/image_146_1.jpg,2024,V,0,1
images_dataset/image_146_2.jpg,2024,V,0,1
images_dataset/image_147_0.jpg,2023,S,0,1
images_dataset/image_147_1.jpg,2023,S,0,1
images_dataset/image_147_2.jpg,2023,S,0,1
images_dataset/image_148_0.jpg,2023,I,4,1
images_dataset/image_148_1.jpg,2023,I,4,1
images_dataset/image_149_0.jpg,2024,W,0,1
images_dataset/image_149_1.jpg,2024,W,0,1
images_dataset/image_150_0.jpg,2022,I,4,1
images_dataset/image_150_1.jpg,2022,I,4,1
images_dataset/image_151_0.jpg,2023,I,0,3
images_dataset/image_151_1.jpg,2023,I,0,3
images_dataset/image_151_2.jpg,2023,I,0,3
images_dataset/image_152_0.jpg,2024,V,0,2
images_dataset/image_152_1.jpg,2024,V,0,2
images_dataset/image_152_2.jpg,2024,V,0,2
images_dataset/image_153_0.jpg,2024,W,0,1
images_dataset/image_153_1.jpg,2024,W,0,1
images_dataset/image_153_2.jpg,2024,W,0,1
images_dataset/image_154_0.jpg,2024,V,0,2
images_dataset/image_154_1.jpg,2024,V,0,2
images_dataset/image_154_2.jpg,2024,V,0,2
images_dataset/image_155_0.jpg,2024,V,0,3
images_dataset/image_155_1.jpg,2024,V,0,3
images_dataset/image_155_2.jpg,2024,V,0,3
images_dataset/image_156_0.jpg,2024,V,1,3
images_dataset/image_156_1.jpg,2024,V,1,3
images_dataset/image_156_2.jpg,2024,V,1,3
images_dataset/image_157_0.jpg,2024,V,1,1
images_dataset/image_157_1.jpg,2024,V,1,1
images_dataset/image_157_2.jpg,2024,V,1,1
images_dataset/image_158_0.jpg,2024,V,0,1
images_dataset/image_158_1.jpg,2024,V,0,1
images_dataset/image_158_2.jpg,2024,V,0,1
images_dataset/image_159_0.jpg,2023,I,0,3
images_dataset/image_159_1.jpg,2023,I,0,3
images_dataset/image_159_2.jpg,2023,I,0,3
images_dataset/image_160_0.jpg,2024,V,0,1
images_dataset/image_160_1.jpg,2024,V,0,1
images_dataset/image_160_2.jpg,2024,V,0,1
images_dataset/image_161_0.jpg,2024,V,1,1
images_dataset/image_161_1.jpg,2024,V,1,1
images_dataset/image_161_2.jpg,2023,I,1,1
images_dataset/image_162_0.jpg,2024,V,0,3
images_dataset/image_162_1.jpg,2024,V,0,3
images_dataset/image_162_2.jpg,2024,V,0,3
images_dataset/image_163_0.jpg,2024,V,4,1
images_dataset/image_163_1.jpg,2024,V,4,1
images_dataset/image_164_0.jpg,2024,V,0,3
images_dataset/image_164_1.jpg,2024,V,0,3
images_dataset/image_164_2.jpg,2024,V,0,3
images_dataset/image_165_0.jpg,2023,S,1,2
images_dataset/image_165_1.jpg,2023,S,1,2
images_dataset/image_165_2.jpg,2023,S,1,2
images_dataset/image_166_0.jpg,2024,V,0,3
images_dataset/image_166_1.jpg,2024,V,0,3
images_dataset/image_166_2.jpg,2024,V,0,3
images_dataset/image_167_0.jpg,2023,I,0,3
images_dataset/image_167_1.jpg,2023,I,0,3
images_dataset/image_167_2.jpg,2023,I,0,3
images_dataset/image_168_0.jpg,2024,V,0,2
images_dataset/image_168_1.jpg,2024,V,0,2
images_dataset/image_168_2.jpg,2024,V,0,2
images_dataset/image_169_0.jpg,2024,V,1,1
images_dataset/image_169_1.jpg,2024,V,1,1
images_dataset/image_170_0.jpg,2023,I,0,2
images_dataset/image_170_1.jpg,2023,I,0,2
images_dataset/image_170_2.jpg,2023,I,0,2
images_dataset/image_171_0.jpg,2024,V,0,3
images_dataset/image_171_1.jpg,2024,V,0,3
images_dataset/image_171_2.jpg,2024,V,0,3
images_dataset/image_172_0.jpg,2024,V,0,1
images_dataset/image_172_1.jpg,2024,V,0,1
images_dataset/image_172_2.jpg,2024,V,0,1
images_dataset/image_173_0.jpg,2024,V,4,1
images_dataset/image_173_1.jpg,2024,V,4,1
images_dataset/image_174_0.jpg,2024,W,0,3
images_dataset/image_174_1.jpg,2024,W,0,3
images_dataset/image_174_2.jpg,2024,W,0,3
images_dataset/image_175_0.jpg,2024,W,1,2
images_dataset/image_175_1.jpg,2024,W,1,2
images_dataset/image_175_2.jpg,2024,W,1,2
images_dataset/image_176_0.jpg,2023,I,0,2
images_dataset/image_176_1.jpg,2023,I,0,2
images_dataset/image_176_2.jpg,2023,I,0,2
images_dataset/image_177_0.jpg,2024,V,4,1
images_dataset/image_177_1.jpg,2024,V,4,1
images_dataset/image_178_0.jpg,2023,V,0,3
images_dataset/image_178_1.jpg,2023,V,0,3
images_dataset/image_178_2.jpg,2023,V,0,3
images_dataset/image_179_0.jpg,2024,V,0,1
images_dataset/image_179_1.jpg,2024,V,0,1
images_dataset/image_179_2.jpg,2024,V,0,1
images_dataset/image_180_0.jpg,2023,I,1,2
images_dataset/image_180_1.jpg,2023,I,1,2
images_dataset/image_180_2.jpg,2023,I,1,2
images_dataset/image_181_0.jpg,2023,I,0,1
images_dataset/image_181_1.jpg,2023,I,0,1
images_dataset/image_181_2.jpg,2023,I,0,1
images_dataset/image_182_0.jpg,2024,V,4,1
images_dataset/image_182_1.jpg,2024,V,4,1
images_dataset/image_183_0.jpg,2024,V,4,1
images_dataset/image_183_1.jpg,2024,V,4,1
images_dataset/image_184_0.jpg,2024,V,0,2
images_dataset/image_184_1.jpg,2024,V,0,2
images_dataset/image_184_2.jpg,2024,V,0,2
images_dataset/image_185_0.jpg,2024,V,0,3
images_dataset/image_185_1.jpg,2024,V,0,3
images_dataset/image_185_2.jpg,2024,V,0,3
images_dataset/image_186_0.jpg,2024,V,0,3
images_dataset/image_186_1.jpg,2024,V,0,3
images_dataset/image_186_2.jpg,2024,V,0,3
images_dataset/image_187_0.jpg,2024,V,0,1
images_dataset/image_187_1.jpg,2024,V,0,1
images_dataset/image_187_2.jpg,2024,V,0,1
images_dataset/image_188_0.jpg,2024,V,0,3
images_dataset/image_188_1.jpg,2024,V,0,3
images_dataset/image_188_2.jpg,2024,V,0,3
images_dataset/image_189_0.jpg,2024,V,1,2
images_dataset/image_189_1.jpg,2024,V,1,2
images_dataset/image_189_2.jpg,2024,V,1,2
images_dataset/image_190_0.jpg,2024,V,0,1
images_dataset/image_190_1.jpg,2024,V,0,1
images_dataset/image_190_2.jpg,2024,V,0,1
images_dataset/image_191_0.jpg,2024,V,0,1
images_dataset/image_191_1.jpg,2024,V,0,1
images_dataset/image_191_2.jpg,2024,V,0,1
images_dataset/image_192_0.jpg,2023,V,2,3
images_dataset/image_192_1.jpg,2023,V,2,3
images_dataset/image_192_2.jpg,2023,V,2,3
images_dataset/image_193_0.jpg,2023,I,0,1
images_dataset/image_193_1.jpg,2023,I,0,1
images_dataset/image_193_2.jpg,2023,I,0,1
images_dataset/image_194_0.jpg,2024,V,0,2
images_dataset/image_194_1.jpg,2024,V,0,2
images_dataset/image_194_2.jpg,2024,V,0,2
images_dataset/image_195_0.jpg,2023,I,0,2
images_dataset/image_195_1.jpg,2023,I,0,2
images_dataset/image_195_2.jpg,2023,I,0,2
images_dataset/image_196_0.jpg,2024,V,0,2
images_dataset/image_196_1.jpg,2024,V,0,2
images_dataset/image_196_2.jpg,2024,V,0,2
images_dataset/image_197_0.jpg,2024,V,0,3
